title,author,date,link,sentiment_label,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,keywords
The End of Pink,Kathryn Nuernberger,"Nov 2, 2016",http://poetry.lib.uidaho.edu/index.php/kathryn-nuernberger/the-end-of-pink/,negative,-0.2260,0.1463,0.5921,0.1930,0.2461,0.2561,silverware drawer; mouse try; sideways spine; Saint Denis; fat creature; terrible accident; yellow grass; little joke; nipples; hands; doctor; hinge; spoons; tongs; sandwiches; fur; rodent; trap; bench; neck; execution; alley; legs; hawk; morning; justice; rest; life; Presbyterian; guard; hill; chapel; branch; arms; head; bird; course
"Nocturne, Traffic Control Point",Hugh Martin,"Dec 5, 2016",http://poetry.lib.uidaho.edu/index.php/hugh-martin/traffic-control-point/,negative,-0.3823,0.2415,0.2739,0.5874,0.0016,0.0608,pavement-heat ghosts; roaring earth; dead arm; white car; orange bed; Humvee; shouts; sweat; Baghdad; freeway; torso; curb; armor; bullet; Jenkins; shell; smoke; skin; steel; vehicles; Miles; traffic; north; engines; line; hand
"Home from Iraq, Barking Spider Tavern",Hugh Martin,"Dec 19, 2016",http://poetry.lib.uidaho.edu/index.php/hugh-martin/barking-spider-tavern/,negative,-0.5069,0.4084,0.1707,0.0914,0.0002,0.5418,bum knee; Army vet; twentieth time; summer sweat; new ones; emsp; hand; yells; smoker; shame; patio; suck; loyalty; grabs; cans; beers; shoulder; duty; eyes; —Cleveland; Ohio; Storm—; gulps; horror; country; war; face
"The War Was Good, Thank You",Hugh Martin,"Jan 31, 2017",http://poetry.lib.uidaho.edu/index.php/hugh-martin/the-war-was-good-thank-you/,negative,-0.2149,0.1326,0.1370,0.4508,0.2953,0.5353,small steel hooches; college cafeteria; freshman girl; closed eyelids; sight aperture; mud walls; ice cubes; dark sunglasses; baby wipes; rifles; emsp; lips; dust; boxcars; alleyways; backyards; ChapStick; shirtless; afternoons; doorway; turret; sweat; balm; fences; chin; bags; flex; sand; hands; war; holes; Jalula; woman; secret; sky; wire; heaven; children; weddings
To an Editor Who Said I Repeat Myself and Tell Too Much,Craig Morgan Teicher,"Oct 28, 2016",http://poetry.lib.uidaho.edu/index.php/craig-morgan-teicher/to-an-editor-who-said-i-repeat-myself-and-tell-too-much/,negative,-0.3281,0.2872,0.2446,0.0913,0.0478,0.4709,calm din; sharp stops; long sound; life; pain; words; vowel; remorse; consonants; deny; Fuck; howl; womb; feeling; mouth; pen; hell; course
Late Poem,Craig Morgan Teicher,"Apr 6, 2017",http://poetry.lib.uidaho.edu/?p=1419,negative,-0.3555,0.1001,0.0553,0.4584,0.2035,0.5140,locked trunk; storage space; n’t live; wild lives; book; wonderings; fervent; rubble; future; Immortality; attic; evenings
Lines in the Rain,Craig Morgan Teicher,"Sep 19, 2016",http://poetry.lib.uidaho.edu/index.php/craig-morgan-teicher/lines-in-the-rain/,negative,-0.1416,0.1517,0.0823,0.4466,0.4334,0.5350,separate daggers; Someday shines; bloody string; son; fatherhood; pluck; Brenda; guilt; fault; kid; motherhood; mutation; wish; home; belly; parents; cause; pain; need; mother; sheets; end; ways; self; families
Ghost Hunger,Cecilia Woloch,"Nov 25, 2016",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/ghost-hunger/,negative,-0.1931,0.2654,0.3088,0.1025,0.0061,0.4376,hungry shoulders; father ate; usual way; bread; bowl; kasha; supplication; pray; eggs; egg; milk; mouth; plate; ghost; grass; table; head; grace; gratitude—
Be Always Late,Cecilia Woloch,"Oct 27, 2016",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/be-always-late/,negative,-0.3579,0.1692,0.1051,0.3996,0.3327,0.2816,black sky flung; poor little park; late little flowers; high-heeled boots; silvery river; church bells; little flames; past evening; clouds; nape; Baudelaire; gasp; shoulders; ribs; sliver; waits; breath; streets; neck; bones
Fireflies,Cecilia Woloch,"Feb 28, 2017",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/fireflies/,negative,-0.2389,0.3283,0.3679,0.2520,0.0013,0.1988,soft gray bodies; unquenchable thirst; occasional cigarette; bad temper; sticky traps; n’t hunger; bitter gossip; still-pulsing flickering; toylike mice; slow-hipped aunt; impatience; vices; humming; fireflies; sweetheart; dread; strangers; taste; fingers; trash; jewels; fear; twilight
on poetry & history - after joy harjo,Aracelis Girmay,"Sep 27, 2016",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/on-poetry-history-after-joy-harjo/,negative,-0.3987,0.1069,0.1210,0.5573,0.1663,0.5646,fellow Native American; grief; historical grief; authoritative voices; n’t listening; good things; strong things; larger tapestry; black thread; black string; men; history; poetry; job; gesture
luam cleaning house - umbertide,Aracelis Girmay,"Mar 6, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/luam-cleaning-house-umbertide/,positive,0.1402,0.1083,0.1041,0.5935,0.5237,0.5565,brown broom; moths; kind; shavings; neighbor; invention; walk; morning; bodies; door; sleep; eyes; shelter; light; moon; flight; once-was; job
Second Estrangement,Aracelis Girmay,"Apr 28, 2017",http://poetry.lib.uidaho.edu/?p=1434,negative,-0.0837,0.1019,0.0977,0.3150,0.0316,0.5505,emsp; glass partitions; stranger; mall; strangers; hands; hand; parent; child; Father; face; market; family; word; bird; world
"Ode to the Little ''r""",Aracelis Girmay,"Jan 12, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/ode-to-the-little-r/,negative,-0.1317,0.1524,0.1024,0.0979,0.2118,0.5713,little propeller; old San Juan; beautiful propeller; small boat; little islands; old men; factory workers; New York; bicycle spokes; familiar trees; New London; little bee; family map; beautiful monster; Class-310A laugh; names; teacher; airplanes; fields; room; Arelis; Ponce; cuatros; Reina; grandfather; mouths; sound; winters; Margarita; Ojai; Holyoke; Miguel; axe; Roberto; port; bones; ode; airplane; domino; streets; Chicago; cities; players; Francisco; blood; drink; Marred-Guh-Reetuh; wars; grocery; heart
Elegy,Aracelis Girmay,"Jan 1, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/elegy-3/,positive,0.2103,0.0925,0.1478,0.1821,0.4505,0.5124,young branch; death certificate; true thing; emsp; kingdom; disappearing; strangers; touches; nest; heads; birthdays; parrots; knowledge; living; house
"Dear Minnie, Dear Ms.",Aracelis Girmay,"Feb 10, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/dear-minnie-dear-ms/,positive,0.2346,0.0767,0.1463,0.4705,0.2695,0.2587,emsp; earth; earth. Teeth earth; Minnie Riperton; Ms. Lucille; gold horns; quiet work; dark engines; deeper corridors; silver afro; market cloth; bright pieces; Trust; box earth; dirt; queen; wrangle; names; diamonds; bones; appetite; hawks; jaw; underworld; hair; sound; animals; trees; chest; dandelion; coffin; night; hand; treasure; moths; life; beetles; whistle; species; worms; faces; shape; ants; eat; grass-whistle; scientist
The Widow's Yard,Isabella Gardner,"Jan 3, 2017",http://poetry.lib.uidaho.edu/index.php/isabella-gardner/the-widows-yard/,negative,-0.2686,0.4895,0.1024,0.1178,0.4877,0.4898,raw young widow; slow idyllic lives; snails; timid snail; decimal scale; vulnerable eyes; Turtles crows; foxes rats; faint chill; absolute embrace; alien eggs; sun rain; fatal sun; body’s burden; little doors; wagon toy; shells; consummation; times; Frail; Myra; gaze; premonition; invade; foes; pity; killers; mating; laurel; Excess; lime; flesh; silver; rose; gar; yard; creatures; self; care; nature; elements; friendship; faces; heat; er.; leaf; skins; Eden; meeting; wind
Knowing,Isabella Gardner,"Mar 29, 2017",http://poetry.lib.uidaho.edu/?p=1447,negative,-0.4492,0.0301,0.0106,0.1209,0.0078,0.9041,m’arrachent mon moi; emsp; dead center; crying; Weep; Ils; flesh; bones; bed
Summer Evening,Isabella Gardner,"Dec 20, 2016",http://poetry.lib.uidaho.edu/index.php/isabella-gardner/summer-evening/,negative,-0.1814,0.1053,0.1910,0.0942,0.3330,0.3441,poaching lovers; amorous dusk; poplar leaves; clamorous air; cymbals; swans; salmon; orchard; foam; door; sound; home; dog; child; moon; apple-tree
Id,Ira Sadoff,"Dec 2, 2016",http://poetry.lib.uidaho.edu/index.php/ira-sadoff/id/,negative,-0.3038,0.1518,0.1213,0.1759,0.1668,0.5462,voice dogs; traffic jams; life sylphlike; course sylphlike; personal abyss; Dear reader; razor blade; boarded-up windows; special case; pent-up house; perusal; Penthouse; cobble; mantle; nimbus; cupboards; shotgun; nail; reflection; dancer; scissors; glass; pussies; secrets; body; friend; indelible—; deer; petulance
Heavens,Ira Sadoff,"Mar 28, 2017",http://poetry.lib.uidaho.edu/?p=1453,negative,-0.2914,0.3386,0.1860,0.2943,0.0056,0.3748,compost heap; cataclysmic lesions; wronged person; bad deeds; young man; heavy saga; good people; dead spots; dance floor; beautiful hair; clitoris; baffling; jealousy; infidel; worry; knees; layers; detachment; arboretum; corpses; flabby; homestead; wishes; rotaries; shadow; ones; window; opportunity; screeches; shell; invisibly—; bars
My First Roses,Ira Sadoff,"Nov 24, 2016",http://poetry.lib.uidaho.edu/index.php/ira-sadoff/my-first-roses/,positive,0.0602,0.1285,0.1471,0.1528,0.2147,0.5062,paper boats; crimson tips; single summer; furies; senses; thorns; crowns; flotilla; roses; scent; peach; lips; violet; pond; Emerald; generations; lawn; house; blood
Wildwood,G.C. Waldrep,"Feb 14, 2017",http://poetry.lib.uidaho.edu/index.php/g-c-waldrep/wildwood/,positive,0.2358,0.1401,0.0775,0.2253,0.5084,0.4433,emsp; sweet crystal psalm; domestic penance; truest gift; design breaking; pure honey; empire’s currency; shent villa; pollen count; ribbons; self; abstraction; shutters; valley; accoutrements; spall; lights; speech; thieves; Dialect; time; water; way; trees; point; ears; foreskin; stories; image; artifact; Lilith; allegiance; —Proverb; millennia; joke; shadows; leader; hand; heart; sex
Blood Ruminant,G.C. Waldrep,"Apr 25, 2017",http://poetry.lib.uidaho.edu/?p=1463,negative,-0.0655,0.1249,0.1262,0.5088,0.2159,0.5523,Sunday school lambs; musky scents; lead-based paint; loamy odor; adults hiss; black mane; toy musket; older boys; blind horse; corrected. Smooth; bald hill; forest; emsp; language; steeple; horsemen; struggles; lips; seam; trunk; fingers; cavalry; sort; beast; reply; kitten; Calvary; child; death; Letters; soldiers; trees; alphabet; soldier; army; times; figures; nick; barrel; church; light; girls; moves.; shirts; Bare.; way; range; men; vision; baying
Cloud of Witness,G.C. Waldrep,"Nov 15, 2016",http://poetry.lib.uidaho.edu/index.php/g-c-waldrep/cloud-of-witness/,negative,-0.0303,0.5385,0.1079,0.1702,0.4914,0.4942,holly plays host; gilded herm; evening breeze; bone-skep pene; naked plenty; Angry buzz; afternoon sun; certain media; morning sun; single point; spare nation; artificial sun; phone; window; fervor; cage; weave; bees; carnegie; blood; time; west; lovers; fruit; aftersilence; bob; function
The Job,Dorianne Laux,"Dec 16, 2016",http://poetry.lib.uidaho.edu/index.php/dorianne-laux/the-job/,negative,-0.2481,0.2329,0.2306,0.0101,0.0039,0.6147,little finger; airport café; n’t complain; damaged hand; black coffee; small price; emsp; Tobey; emptiness; stump; rollers; heal; friend; symmetry; flesh; bone; press; attention; noise; skin; cup; loss; world; machine; studies; factory; job
Last Words,Dorianne Laux,"Apr 26, 2017",http://poetry.lib.uidaho.edu/?p=1470,negative,-0.3005,0.1434,0.4752,0.2056,0.1612,0.5021,soft coal breaking; shabby trade paperbacks; Best Blues Singer; little stove; rope slithers; beloved teacher; window ledge; black paw; forever-hidden places; kitchen table; pine outside—; airport benches; gin bottles; emsp; heart; ashtray; rubbing; Mouths; suitcase; Levis; pebbles; headstone; vocabularies; starling; spades; lilies; fingers; cousin; grip; flesh; deaths; lover; losses; birds; voice; folding; deck; permission—; Matthews; desire; belly; beach; mind; life; way; ocean; cards; jack; end; rooms
The Shipfitter's Wife,Dorianne Laux,"Jan 6, 2017",http://poetry.lib.uidaho.edu/index.php/dorianne-laux/the-shipfitters-wife/,negative,-0.0564,0.0460,0.2021,0.1849,0.5087,0.1061,long drive home; denim shirt; fitting pipe; steel-toed boots; foreman clanging; open his clothes; silver ribs; gray sides; copper pipe; thighs; forehead; ankles; fingers; sweat; calves; weeds; grease; clamp; torch; winch; Spark; whistle; bones; hands; pads; hull; salt; feet; work; ocean; edge; bed; unlace; ship; metal
Niagra,Erika Meitner,"Oct 3, 2016",http://poetry.lib.uidaho.edu/index.php/erika-meitner/niagra/,negative,-0.0657,0.1202,0.5400,0.4570,0.5075,0.2691,long time; motel curtains; motel pen; half-melting drifts; red dress; cigarette butts; oil stains; Falls Transform; jewel box; onion peel; car door; fiddle string; decent job; electric light; nice history; creak; peonies; half-moon; torrents; shifting; aperture; Maid; billboard; roses; breath; gaps; Mist; wonders; accordion; Winds; happiness; slam; pavement; bedspread; apartment; bodies; parking; way; chrome; neon; doorframe; view; Cave; Love; sky; plastic; air
Big Box Encounter,Erika Meitner,"Apr 24, 2017",http://poetry.lib.uidaho.edu/?p=1489,negative,-0.1946,0.1577,0.4105,0.4579,0.2373,0.5045,beautiful terrible chest; difficult knitting pattern; orange heat-wave moon; white floor tiles; big-box fluorescent light; electric pink light; neon BAR sign; intricate vocabulary; V-shaped wings; chiseled hipbones; tiki torches; countless weeds; margarita mix; cart handle; typewriter girl; blue plastic; rounded tattoo; outer space; white noise; Ludlow Street; train thrums; coffee machine; fancy secretary; curtain-free studio; pot smoke; TV Guide; maternity-leave replacement; ennui; tumult; time; Alka-Seltzer; office; Walmart; water; disintegration; hollows; shirt; epiphany; obsession; words; student; letters; destruction; self-immolation; lights; mountains; horses; window; walls; flame
Litany for Our Radical Engagement with the Material World,Erika Meitner,"Jan 13, 2017",http://poetry.lib.uidaho.edu/index.php/erika-meitner/litany-for-our-radical-engagement-with-the-material-world/,positive,0.1686,0.0846,0.0799,0.1665,0.5609,0.4088,emsp; Objects; long way home; air-colored suits; wet grass; flesh-colored suits; light; ruination; lairs; tropes; repositories&mdash; backdrops; arbitrariness; skins; trunk; shudder; fracture; cab; fragment; hostages; strangers; derelict&mdash; survivability; blindfolds; city; aisles; compassion; doors; substitute; flee; ruins; worth; things; feathers
War Metaphysics for a Sudanese Girl,Adrie Kusserow,"Apr 21, 2017",http://poetry.lib.uidaho.edu/?p=1514,negative,-0.3726,0.1286,0.5365,0.4990,0.0220,0.5232,Lost Girl; Aciek Arok Deng; dull muzungu lives; grateful Lost Girl; Freud girl; sharpest details; burnt huts; bumpy ones; bouillon cube; colonial God; neon fascination; sticky war; Trauma Center; white coats; hot poultice; host family; talk therapy; body; America; rapes; eggplant; gaze; tortures; stillbirth; purse; psyche; sediment; sweat; fog; supper; keeps; camp; bombs; veins; interior; gravity; desert; place; memory; eyes; flock; face; memories; heat; infection; suburbs; story; table; glass
Borders,Adrie Kusserow,"Nov 10, 2016",http://poetry.lib.uidaho.edu/index.php/adrie-kusserow/borders/,negative,-0.2232,0.5438,0.2171,0.1357,0.1600,0.4667,tiny old mutt; Ugandan border; begets; phone rings; anger spilling; clouded moons; Queen Toad; plots her revolution; bedroom door; daughter hovers; children chatter; warm air; white nightgown; open door; small wars; noble keeper; passing flame; school bus; jeep; jerrycans; dog; slums; Nairobi; ribs; heater; throne; gasoline; cataracts; couch; tries; lunar; chest; heat; ports; rigged&mdash; deal; Ana; husband; Kenya; morning; tools; brother; suffering; space; times
"Christmas Eve, Kampala, Uganda",Adrie Kusserow,"Dec 9, 2016",http://poetry.lib.uidaho.edu/index.php/adrie-kusserow/christmas-eve-kampala-uganda/,negative,-0.4308,0.1544,0.8285,0.0899,0.0147,0.0446,noble golden cheetahs; patient lunar gauze; mute misty planet; Juba coughing; sticky bar; Britney Spears; Compost city; skimpy girls; sprawled belly; neon slumyard; fluorescent lights; red-butted monkeys; wife beater; Western guilt; warm swatch; glue sniffer; limp jaw; holy tenderness; Dinka soldiers; drunken man; manager waves; hungry build; sweet milk; belching; groans; cock; haze; moon; nests; branch; televisions; frenzy; leap; addicts; defeat; whales; buses; streets; darkness; Borders; HIV; flies
Those Finnish Folk,Barton Sutter,"Jan 9, 2017",http://poetry.lib.uidaho.edu/index.php/barton-sutter/those-finnish-folk/,negative,-0.1028,0.0952,0.1302,0.4749,0.2742,0.5452,people awful fond; Sulo Saari; skinny woods; Jim Johnson; weathered look; Ada Aho; birch bark; Paavo Havumaki; Love cries; willow whistles; big splash; Nordic music; Tarpaper buildings; Joki Koveroja; emsp; Shooks; Askov; menfolk; Esko; La-Z-Boy; Hayfields; alders; sifts; Coffee; Effie; women; names; Togo; loons; blueberries; polska; Nudity; woodwinds; bog; Sauna; Finn; stump; hail; Twig; laughter; Bruno; cows; country; Emily; pike; failure; Toivola; wolves; Poverty; rocks
Fourth of July,Keetje Kuipers,"Sep 15, 2016",http://poetry.lib.uidaho.edu/index.php/keetje-kuipers/fourth-of-july/,negative,-0.1266,0.0821,0.0980,0.1223,0.0247,0.7425,romantic notions; potato salad; sugar packet; gas station; man’s hand; six-pack; sunscreen; town; dashboard; Subaru
My Mother at Swan Lake,Barton Sutter,"Nov 11, 2016",http://poetry.lib.uidaho.edu/index.php/barton-sutter/my-mother-at-swan-lake/,positive,0.0336,0.1030,0.0757,0.7145,0.5202,0.5941,emsp; nagging fears; vain religion; small bouquet; mother; maniac; remission; swans; asters; flicker; dad; Lord; —Psalms; laugh; thing; pack; spring; flames; sting; lake; tears; mom; snow; leaves; state; hair; light; cancer; silhouette; weeds; relief; century; sister; pain; brother; father
What Does This Mean?,Barton Sutter,"Mar 22, 2017",http://poetry.lib.uidaho.edu/?p=1537,negative,-0.4026,0.1201,0.1003,0.4837,0.4972,0.5391,Thou shalt; thy neighbor; Honor thy father; light blue eyes; mean; thy mother; beater Fords; little men; father’s teaching; neighbor’s wife; eighth-grade boys; village school; best his gentleness; Grain trucks; Luther’s rules; gravel roads; Black bear; single shell; Chasing rabbits; Holy Ghost; Dad; phrase; Drove
Sheep Child,Brigit Pegeen Kelly,"Mar 8, 2017",http://poetry.lib.uidaho.edu/index.php/brigit-pegeen-kelly/sheep-child/,negative,-0.2674,0.1179,0.4611,0.1528,0.4506,0.5216,Dear Monstrous Child; flowerless larch; filthy fur; goat snorts; Rancid honey; pretty pictures; smelly head; old goat; boney heifer; Black goat; steely thistle; bully bird; wide wings; truck tire; Sunday dress; dead afternoon; black thing; light changes; sheep; undoing; fence; flies; lilies; field; thought; look; night; color; wind; Affection; foolishness; Pity; skiff; Bumblebee; Bake; coarse; dung; Curl; necks; veil; bathtub; dusk; elm; swans; Wash; sullen; stems; neck; milk; ground
Song,Brigit Pegeen Kelly,"Oct 24, 2016",http://poetry.lib.uidaho.edu/index.php/brigit-pegeen-kelly/song/,negative,-0.2451,0.0989,0.0969,0.4575,0.5030,0.5198,goat; goat Broken Thorn; head; harder work; goat’s head; train track miles; headless body lay; bleating goat; night; night bird; high railroad track; lost boy sings; moonlight shone; tree; heart sang; bleeding head; night wind; girl; familiar perch; stiff brush; morning light; silky hair; small girl; Sweet Blackberry; sweet sound; wild fruit; bare feet; cruel song; warm milk; soft undersides; bad feeling; silly sacrifice; high murmur; large hands; low song; high tracks; soft bottles; patient stroke; ropes; pail; school; boys; hearts; somebody; job; stones; joke; sweetness; beds; way
Max Jacob's Leather Coat and the Possibility of Grief,Ray Gonzalez,"May 14, 2017",http://poetry.lib.uidaho.edu/?p=1546,negative,-0.5855,0.2703,0.4592,0.0350,0.0057,0.3324,leather coat; old leather coat; leather coat worn; kitchen table; Jacob’s landlord; Jacob’s apartment; Max Jacob; prose poems; tiny handwriting; young woman; dirty table; room; Gestapo; silhouette; shoulders; Nazis; chair; history; Paris; figure; freedom; sheets; time
Axis,Ray Gonzalez,"Jan 24, 2017",http://poetry.lib.uidaho.edu/index.php/ray-gonzalez/axis/,negative,-0.2180,0.2010,0.4889,0.2608,0.0234,0.1604,axis; Mexican village; skeletal bone; black clouds; Japanese earthquake; North America; stones; grandmother; boy; pole; volcano; exile; sinking; arm; holding; town; girl; pond; feet; father; revolution; family; journey; poet; future; search
"The Lynching Postcard. Duluth, Minnesota",Ray Gonzalez,"Dec 12, 2016",http://poetry.lib.uidaho.edu/index.php/ray-gonzalez/the-lynching-postcard-duluth-minnesota/,negative,-0.0860,0.1489,0.1876,0.1675,0.1973,0.4702,shop owner glances; infamous lynching; black man; antique shop; lone card; invisible arc; cold moonlight; body hanging; Lake Superior; swinging body; postcard; dozen people; glass case; dead body; shape; shadow; Tourists; drawer; 1930s; Duluth; eBay; photograph; heads; town; museum; pole; fact; Minnesota; Thousands; night; morning
XLIX,John Gallaher,"Nov 22, 2016",http://poetry.lib.uidaho.edu/index.php/john-gallaher/xlix/,negative,-0.0541,0.4303,0.1235,0.3960,0.2971,0.5132,little punch lines; high school; big circular knob; dial combination lock; social studies book; social studies class; mute creatures; college mascot; gym lock; elementary school; Elizabethan times; celebrity reader; Vick Vanucci; gym class; long time; n’t work; the-lockers thing; greatest moment; dick; leaf; life; period; heart; mascots; Sucker; sneakers; rounds; screw; drift; distance; everybody; university; autobiography; Turkey; way; heal; actress; bishop; trumpet; her.; Soccer; palm; president; Robin; Britain; arm-up-behind-my-back-smashing-my-faceinto; chance; paper; couple; ones
I,John Gallaher,"Feb 15, 2017",http://poetry.lib.uidaho.edu/index.php/john-gallaher/i/,negative,-0.0134,0.5110,0.1093,0.1327,0.4942,0.5305,living room parts; red apples; green apples; good place; Old-Timer’s Disease; long time; right answer; garbage truck; filing cabinet; good things; right question; people’s lives; way; table; problem; flowers; children; windowsill; forgetfulness; animus; driveway; muses; ridges; distinctions; limitations; tone.; estimation; window; afternoon; corners; difficulty; yard; Michael; agenda; structure; car; halls; starts; game; stereo; committee; world; rate; beginning; names; beginners; tables; colors; television; alternatives
XVI,John Gallaher,"Apr 14, 2017",http://poetry.lib.uidaho.edu/?p=1564,negative,-0.1293,0.1611,0.1290,0.1712,0.1955,0.5336,common-man dad; pithy ideas; secret-agent dad; personal betterment; early bird; early person; subtle division; good advice; John Lennon; good hider; story; Life; question; windows; town; gunfire; enters; In-Laws; Repetition; groom; worm; People; neighbor; Eliot; bullets; reason; future; end; bride; Natalie; zigzagging; morning; youth; basement; time; airport; place; beginning; movie; things; scene; fathers; unknown; course; attention; anniversary; Seek; plans; Dakota; game
The country from a distance,Jennifer Kronovet,"Nov 23, 2016",http://poetry.lib.uidaho.edu/index.php/jennifer-kronovet/the-country-from-a-distance/,positive,0.2163,0.1171,0.2086,0.1713,0.2495,0.6188,birds roost; Subway tunnels; present ads; trees; dusk; pastries; corners; bakery; bread; person; sugar; questions; children
"Her version, with interuptions",Jennifer Kronovet,"Mar 20, 2017",http://poetry.lib.uidaho.edu/?p=1569,negative,-0.2516,0.1220,0.1059,0.4530,0.2422,0.5375,worst winter&mdash; pond; ice; reflection; crack; meaning; actions; start; boat&mdash; lesson; night; gift&mdash; bird; salt&mdash; sand; sea; dissolve&mdash; sea&mdash; discussion; pond&mdash; cold&mdash; years&mdash; him&mdash
The easier it is to live here,Jennifer Kronovet,"Apr 20, 2017",http://poetry.lib.uidaho.edu/?p=1573,negative,-0.6738,0.1163,0.2014,0.1519,0.0254,0.6073,
Rot,Janice N. Harrington,"Nov 18, 2016",http://poetry.lib.uidaho.edu/index.php/janice-n-harrington/rot/,negative,-0.4910,0.1398,0.4095,0.5631,0.4540,0.5095,wee wee wee; emsp; furious streaks; little piggy; softened flesh; ruptured skin; gangrenous blackening; paper layer; plastic kiln; garbage bag; toe; nurses; ankle; nurse; foot; reconsider; leaking; codeine; sips; urine; lips; bones; Achilles; way; home; darkness; muscle.; graying; head; wife; water; cup; family; calf; string
Killed in Childbirth,Janice N. Harrington,"Apr 5, 2017",http://poetry.lib.uidaho.edu/?p=1577,negative,-0.3573,0.0882,0.4153,0.4209,0.2962,0.4669,cotton blouse; blue cotton blouse; cardboard box; purple floss; raw earth; tea-colored slip; red sand; fresh creases; garden fence; pillow sham; short woman; velvet panels; unmoving air; trapdoor; hems; skirts; darkness; rungs; stench; handkerchief; Heirlooms; twine; pockets
Shaking the Grass,Janice N. Harrington,"Dec 6, 2016",http://poetry.lib.uidaho.edu/index.php/janice-n-harrington/shaking-the-grass/,negative,-0.2454,0.0895,0.4452,0.1648,0.2898,0.5030,grass; chicken-wired hutches; red banty; head-under-wing sleep; prairie snake; Easter dress; green sod; hollow my body; vanity; windy green; green lashes; deep breaths; field; wind sighing; green wind; green field; clucking; limbs; bluestem; wands; ghosts; Evening; Omaha; summer; Lincoln; girl; sky
They Are World Travelers,Christopher Kennedy,"Dec 22, 2016",http://poetry.lib.uidaho.edu/index.php/christopher-kennedy/they-are-world-travelers/,negative,-0.0648,0.1373,0.4527,0.1112,0.1564,0.5188,papaya sorbet tastes; black widow spiders; authentic Hawaiian garb; ancient fertility ritual; rogue elephants; pregnant bellies; exotic plateau; rare dialect; graceful movement; rare bamboo; different shade; dinner parties; birdlike hands; living room; umber; aborigines; stories; Dishwashers; cohort; backs; Cantonese; sway; basement; dung; oceans; tire; tears; chairs; slides; bodies; type; mispronounce; foot; photographs
The Fact Remains,Christopher Kennedy,"Feb 2, 2017",http://poetry.lib.uidaho.edu/index.php/christopher-kennedy/the-fact-remains/,negative,-0.3538,0.1290,0.4279,0.4732,0.1740,0.5324,n’t bite; frightened child; measure distance; entire neighborhood; long time; Raw meat; favorite dog; animals; life; point; housefly; somethings; anthill; mate; thirst; swans; snail; desire; pair; collar; animal; answer; story; bicycle; fact
The Unimaginable World,Christopher Kennedy,"Mar 21, 2017",http://poetry.lib.uidaho.edu/?p=1585,negative,-0.1139,0.1623,0.0769,0.4612,0.1959,0.5032,unimaginable world; crescent moon; rain cloud; silk membrane; patience; realms; weapon; illusion; eyes; dinner; type; romance; stars; love; times; mountain; body; blood
Race Relations,Carolyn Kizer,"Mar 31, 2017",http://poetry.lib.uidaho.edu/?p=1587,negative,-0.0963,0.1212,0.0030,0.0935,0.2850,0.5001,white oasis; emsp; stone; distant martyrs; love-hate duet; tentative voice; sun; breakers; Sharpeville; tyranny; Selma; guilt; D.B; Martyred; guns; stones; smoke; street; blood; causes; prison; drum; safety; storm; life; world; brothers
Dream of a Large Lady,Carolyn Kizer,"Jan 16, 2017",http://poetry.lib.uidaho.edu/index.php/carolyn-kizer/dream-of-a-large-lady/,positive,0.1636,0.0660,0.0805,0.1363,0.5911,0.4743,emsp; large lady; crisp white envelope; fresh peach pie; gun; carefully brewed tea; orange lady; strange orange lady; baize haze; blue view; gun emplacement; blurry face; picnic lunch; shaky ladder; high-heeled pumps; hard-boiled egg; shuttered house; grey rotunda; sullen gun; orange hair; nice note; orange dress; eaten egg; ceremonious shell; grey gun; poesy; bay; rungs; stone; litter; symbolism; foot; admirer; bun; beach; brown; stares; verge; sigh; sand; eye; vision; twlilght; water; sun; sky; letter
"In the First Stanza,",Carolyn Kizer,"Jan 2, 2017",http://poetry.lib.uidaho.edu/index.php/carolyn-kizer/in-the-first-stanza/,negative,-0.0279,0.1315,0.0983,0.4850,0.2138,0.5646,stanza; final stanza; unknown glade; furious scratches; transparent water; turbulent ocean; graceful calligraphy; perpetual twilight; forest glade; agonized clutch; quiet laughter; profile cast; hand; autumn; poet; leaf; surface; pool; cycle; throes; pebbles; sink; circles; teeth; drift; leaves; sails; thunder; head; horizon; hands; trees; pen; drama; prose; body
"Vandals, Horses",Alan Michael Parker,"Mar 24, 2017",http://poetry.lib.uidaho.edu/?p=1596,negative,-0.1297,0.0374,0.0600,0.5505,0.1549,0.5478,vandals; poem; birthing mare; word bites; horses nicker; barn; deaths; wolves; lip; ruins; belly; foal; wrap; arms; darkness; blankets; blood; meaning; life; night
